temp,hum,windspeed,cnt
0.84,0.53,0.2239,495
0.74,0.74,0.2239,207
0.76,0.75,0.2537,115
0.82,0.59,0.2239,112
0.86,0.53,0.0,169
0.9,0.37,0.19399999999999998,154
0.9,0.37,0.2537,145
0.9,0.39,0.2985,152
0.86,0.47,0.2985,266
0.86,0.47,0.2985,486
0.72,0.26,0.3582,225
0.72,0.28,0.4925,139
0.74,0.28,0.3881,165
0.76,0.25,0.4627,232
0.8,0.24,0.3582,203
0.78,0.24,0.3284,185
0.8,0.21,0.3881,188
0.8,0.22,0.4925,318
0.76,0.2,0.5224,572
0.58,0.4,0.1642,230
0.62,0.33,0.2537,161
0.64,0.31,0.3284,192
0.66,0.27,0.2836,259
0.68,0.26,0.2537,248
0.7,0.28,0.2836,240
0.7,0.28,0.2836,212
0.72,0.26,0.3284,349
0.72,0.25,0.2836,558
0.7,0.58,0.1642,188
0.72,0.51,0.2239,95
0.74,0.42,0.1343,111
0.76,0.37,0.1642,153
0.78,0.35,0.0,180
0.78,0.31,0.1343,145
0.8,0.29,0.19399999999999998,165
0.76,0.33,0.1343,267
0.78,0.33,0.2836,579
0.72,0.58,0.2239,217
0.76,0.48,0.19399999999999998,123
0.76,0.52,0.2537,151
0.8,0.46,0.2836,183
0.8,0.43,0.2537,196
0.8,0.43,0.2836,146
0.82,0.41,0.3284,183
0.8,0.38,0.2239,308
0.8,0.43,0.2537,539
0.76,0.58,0.1642,202
0.82,0.43,0.2239,90
0.84,0.41,0.19399999999999998,134
0.88,0.42,0.1343,149
0.9,0.42,0.0,136
0.92,0.4,0.2537,155
0.92,0.4,0.1642,128
0.92,0.4,0.2239,233
0.92,0.35,0.2239,506
0.84,0.49,0.0,168
0.86,0.5,0.2836,94
0.9,0.42,0.2239,118
0.92,0.35,0.19399999999999998,140
0.9,0.37,0.0896,136
0.92,0.4,0.19399999999999998,118
0.94,0.31,0.1642,104
0.92,0.33,0.1343,200
0.9,0.37,0.2537,409
0.76,0.55,0.0,213
0.78,0.52,0.0,111
0.82,0.46,0.0,153
0.84,0.44,0.1343,207
0.84,0.44,0.1045,189
0.86,0.39,0.0,165
0.84,0.44,0.1045,212
0.82,0.56,0.2985,285
0.82,0.52,0.2239,517
0.62,0.46,0.3582,224
0.64,0.41,0.3284,118
0.66,0.41,0.2985,159
0.66,0.41,0.2836,196
0.7,0.37,0.0,227
0.7,0.34,0.2537,200
0.7,0.37,0.4478,185
0.7,0.37,0.4179,326
0.7,0.39,0.3284,601
0.62,0.46,0.19399999999999998,193
0.62,0.46,0.2239,130
0.64,0.41,0.2836,143
0.64,0.41,0.3582,169
0.64,0.44,0.2239,209
0.64,0.47,0.19399999999999998,159
0.64,0.47,0.1642,178
0.68,0.41,0.19399999999999998,330
0.64,0.5,0.2836,569
0.6,0.49,0.0,207
0.64,0.47,0.1642,135
0.68,0.36,0.0,164
0.7,0.34,0.2239,211
0.74,0.28,0.2836,189
0.74,0.28,0.0,178
0.76,0.27,0.0,164
0.76,0.27,0.1343,312
0.74,0.28,0.1045,638
0.62,0.65,0.19399999999999998,261
0.66,0.61,0.2537,121
0.68,0.61,0.2985,150
0.72,0.54,0.3881,206
0.72,0.54,0.2537,151
0.72,0.54,0.3284,153
0.7,0.61,0.2985,159
0.66,0.69,0.19399999999999998,294
0.64,0.78,0.1045,272
0.7,0.58,0.19399999999999998,224
0.7,0.58,0.19399999999999998,170
0.68,0.69,0.2537,181
0.7,0.65,0.2537,243
0.74,0.62,0.2836,204
0.76,0.52,0.19399999999999998,215
0.78,0.43,0.2239,243
0.76,0.45,0.1642,355
0.76,0.4,0.19399999999999998,552
0.6,0.78,0.2537,219
0.6,0.78,0.2537,91
0.6,0.78,0.1045,94
0.62,0.69,0.1045,162
0.64,0.65,0.1045,179
0.66,0.61,0.1045,175
0.66,0.61,0.1343,205
0.7,0.58,0.1642,299
0.7,0.54,0.0,565
0.62,0.88,0.2537,275
0.64,0.83,0.19399999999999998,161
0.66,0.83,0.1642,171
0.7,0.74,0.1642,189
0.74,0.66,0.1642,207
0.76,0.62,0.2239,152
0.78,0.59,0.2537,170
0.8,0.59,0.2239,335
0.78,0.66,0.2239,572
0.72,0.79,0.1642,219
0.74,0.7,0.2537,135
0.74,0.7,0.1642,145
0.8,0.59,0.2239,188
0.82,0.56,0.2537,147
0.82,0.52,0.2836,145
0.82,0.56,0.2836,146
0.82,0.59,0.3284,258
0.8,0.55,0.3881,529
0.74,0.7,0.1343,227
0.76,0.66,0.1343,127
0.76,0.66,0.2537,136
0.76,0.66,0.2836,160
0.76,0.62,0.2836,186
0.76,0.66,0.2985,149
0.76,0.52,0.3582,189
0.74,0.62,0.2985,275
0.72,0.7,0.3582,569
0.74,0.62,0.1343,231
0.8,0.43,0.2836,145
0.8,0.38,0.3284,203
0.8,0.41,0.2836,201
0.8,0.36,0.2239,221
0.78,0.43,0.2836,229
0.82,0.34,0.3881,216
0.8,0.33,0.4179,327
0.76,0.37,0.2537,557
0.72,0.54,0.0,187
0.72,0.54,0.1343,150
0.7,0.58,0.0,150
0.72,0.54,0.0,170
0.72,0.58,0.2239,164
0.72,0.58,0.0896,158
0.74,0.55,0.0,202
0.74,0.55,0.1045,275
0.74,0.55,0.1343,604
0.74,0.7,0.0,246
0.8,0.49,0.1642,157
0.82,0.46,0.0,167
0.84,0.47,0.2239,202
0.84,0.44,0.0,189
0.86,0.44,0.2239,160
0.86,0.41,0.0,166
0.86,0.47,0.2836,261
0.82,0.56,0.2836,579
0.72,0.45,0.3881,221
0.74,0.42,0.2836,126
0.76,0.35,0.2239,170
0.76,0.35,0.2537,243
0.8,0.31,0.3284,231
0.8,0.31,0.19399999999999998,188
0.82,0.3,0.1642,189
0.82,0.3,0.4179,328
0.82,0.26,0.4179,570
0.7,0.42,0.2239,260
0.72,0.42,0.19399999999999998,132
0.74,0.37,0.1343,169
0.76,0.35,0.1642,233
0.76,0.33,0.19399999999999998,232
0.78,0.31,0.19399999999999998,163
0.78,0.25,0.2537,240
0.8,0.26,0.1343,323
0.78,0.27,0.3582,594
0.74,0.35,0.1642,260
0.76,0.33,0.1642,170
0.8,0.26,0.0,214
0.8,0.26,0.0,263
0.8,0.24,0.0,292
0.82,0.23,0.19399999999999998,303
0.82,0.21,0.2537,381
0.82,0.17,0.0,427
0.82,0.21,0.19399999999999998,461
0.74,0.58,0.1343,227
0.76,0.52,0.1045,139
0.78,0.46,0.1045,172
0.8,0.43,0.1045,201
0.82,0.43,0.1045,203
0.8,0.49,0.1642,178
0.82,0.43,0.0,162
0.82,0.46,0.1045,281
0.82,0.46,0.1045,545
0.7,0.79,0.19399999999999998,189
0.7,0.79,0.0896,43
0.72,0.74,0.0,127
0.74,0.66,0.0896,152
0.74,0.7,0.1045,140
0.76,0.66,0.2836,163
0.76,0.7,0.2836,185
0.76,0.7,0.2537,275
0.78,0.59,0.2239,596
0.74,0.7,0.1642,179
0.78,0.62,0.0,101
0.82,0.52,0.1343,142
0.84,0.41,0.0,171
0.86,0.41,0.0,155
0.86,0.41,0.2537,160
0.86,0.41,0.2537,166
0.86,0.39,0.2239,265
0.86,0.36,0.2537,569
0.76,0.7,0.2985,241
0.74,0.7,0.3582,138
0.74,0.74,0.2537,165
0.76,0.7,0.2836,213
0.78,0.66,0.2836,229
0.8,0.63,0.3582,216
0.8,0.63,0.3582,141
0.68,0.83,0.4478,132
0.66,0.89,0.4478,167
0.78,0.59,0.2985,208
0.8,0.55,0.3582,117
0.82,0.56,0.2985,128
0.84,0.53,0.2836,148
0.86,0.5,0.2537,141
0.86,0.53,0.2836,134
0.86,0.56,0.4179,146
0.86,0.56,0.3881,239
0.86,0.56,0.4179,514
0.78,0.55,0.4925,176
0.82,0.52,0.1642,123
0.82,0.52,0.1642,125
0.86,0.44,0.2985,163
0.86,0.47,0.2239,136
0.9,0.42,0.2985,124
0.9,0.42,0.3582,148
0.86,0.44,0.2836,202
0.88,0.44,0.2836,428
0.82,0.41,0.19399999999999998,186
0.82,0.46,0.19399999999999998,113
0.84,0.39,0.1642,165
0.84,0.41,0.2836,174
0.82,0.46,0.1343,158
0.82,0.46,0.1343,116
0.64,0.94,0.1343,46
0.66,0.89,0.0,141
0.7,0.79,0.0,488
0.68,0.47,0.2836,224
0.7,0.42,0.2537,127
0.72,0.37,0.2239,148
0.74,0.35,0.2537,223
0.76,0.33,0.3284,177
0.74,0.35,0.2836,178
0.76,0.33,0.2985,180
0.76,0.33,0.1343,274
0.74,0.37,0.1343,595
0.68,0.54,0.19399999999999998,207
0.66,0.61,0.1642,166
0.7,0.54,0.1343,210
0.7,0.48,0.19399999999999998,238
0.7,0.54,0.19399999999999998,247
0.7,0.51,0.19399999999999998,265
0.72,0.45,0.1642,237
0.72,0.51,0.19399999999999998,361
0.74,0.42,0.2537,587
0.74,0.67,0.2239,203
0.76,0.62,0.19399999999999998,130
0.8,0.55,0.0896,141
0.8,0.59,0.19399999999999998,165
0.82,0.56,0.2537,152
0.82,0.56,0.3284,138
0.84,0.53,0.3284,164
0.84,0.53,0.2836,265
0.84,0.49,0.3284,545
0.8,0.63,0.1343,199
0.82,0.56,0.1642,141
0.82,0.59,0.0,127
0.84,0.56,0.0896,153
0.86,0.53,0.1045,172
0.86,0.5,0.19399999999999998,152
0.88,0.44,0.19399999999999998,158
0.9,0.42,0.2985,277
0.8,0.66,0.0,513
0.74,0.7,0.0896,209
0.76,0.7,0.0,110
0.8,0.63,0.0896,142
0.82,0.59,0.0,149
0.84,0.56,0.19399999999999998,120
0.86,0.53,0.2239,127
0.86,0.5,0.1642,138
0.84,0.56,0.0,234
0.84,0.59,0.19399999999999998,455
0.8,0.75,0.2537,200
0.82,0.71,0.2239,78
0.86,0.63,0.2985,106
0.88,0.56,0.3284,135
0.88,0.56,0.2985,102
0.9,0.5,0.3582,147
0.9,0.53,0.2537,133
0.92,0.48,0.2836,210
0.92,0.45,0.2985,414
0.86,0.63,0.0896,208
0.9,0.53,0.0896,115
0.9,0.5,0.1045,109
0.94,0.48,0.1642,115
0.94,0.51,0.1642,123
0.96,0.48,0.2985,101
0.94,0.51,0.2985,133
0.9,0.39,0.2985,182
0.88,0.47,0.1045,306
0.8,0.66,0.0,135
0.82,0.59,0.0,84
0.84,0.59,0.19399999999999998,107
0.84,0.59,0.19399999999999998,67
0.74,0.74,0.1343,78
0.72,0.79,0.19399999999999998,90
0.7,0.84,0.3881,112
0.7,0.84,0.2239,198
0.72,0.74,0.0,485
0.76,0.4,0.2239,187
0.8,0.31,0.2239,138
0.82,0.3,0.0,151
0.84,0.28,0.0,147
0.84,0.32,0.2985,182
0.86,0.3,0.2836,147
0.88,0.28,0.3284,163
0.86,0.36,0.2836,254
0.86,0.36,0.3582,537
0.76,0.35,0.2537,216
0.78,0.33,0.0,114
0.8,0.31,0.0,136
0.82,0.3,0.2836,169
0.84,0.3,0.3582,180
0.84,0.28,0.2239,127
0.86,0.26,0.2537,140
0.86,0.25,0.1642,268
0.84,0.26,0.2239,572
0.78,0.59,0.19399999999999998,210
0.8,0.55,0.2836,116
0.84,0.56,0.2836,154
0.84,0.53,0.2537,186
0.86,0.47,0.2537,152
0.84,0.49,0.2537,138
0.86,0.5,0.19399999999999998,146
0.86,0.47,0.1642,256
0.84,0.53,0.19399999999999998,468
0.86,0.47,0.2537,179
0.9,0.42,0.2836,106
0.92,0.4,0.2985,161
0.96,0.31,0.2836,135
0.94,0.31,0.0,156
0.96,0.3,0.2239,148
0.96,0.3,0.2537,169
0.96,0.3,0.3881,233
0.96,0.3,0.2985,421
0.82,0.41,0.0,166
0.86,0.36,0.1642,97
0.88,0.32,0.1642,119
0.9,0.33,0.2537,168
0.9,0.31,0.2985,150
0.92,0.29,0.19399999999999998,123
0.9,0.27,0.0,129
0.9,0.27,0.0,231
0.76,0.45,0.2985,514
0.78,0.46,0.2985,213
0.82,0.36,0.2985,140
0.84,0.32,0.4179,128
0.86,0.3,0.2836,157
0.86,0.3,0.2239,203
0.9,0.25,0.2836,159
0.9,0.25,0.2836,168
0.9,0.25,0.2836,274
0.9,0.27,0.1343,556
0.74,0.55,0.19399999999999998,195
0.74,0.58,0.0896,68
0.74,0.58,0.1045,122
0.76,0.55,0.1343,161
0.76,0.58,0.2239,144
0.76,0.58,0.2239,147
0.7,0.79,0.1343,118
0.68,0.79,0.0,150
0.7,0.79,0.0,425
0.72,0.74,0.3284,187
0.72,0.71,0.2985,113
0.74,0.66,0.2239,149
0.76,0.62,0.2239,205
0.76,0.58,0.0,205
0.8,0.55,0.1642,167
0.8,0.55,0.2537,165
0.76,0.62,0.3284,290
0.76,0.62,0.3284,555
0.72,0.58,0.1045,226
0.74,0.55,0.1343,163
0.76,0.52,0.2537,147
0.76,0.52,0.2537,216
0.78,0.52,0.2537,204
0.78,0.52,0.2537,245
0.76,0.55,0.2537,210
0.8,0.49,0.2537,330
0.78,0.49,0.2985,550
0.76,0.55,0.3881,183
0.8,0.52,0.3881,124
0.82,0.48,0.3582,179
0.82,0.46,0.2537,182
0.84,0.44,0.2985,151
0.82,0.43,0.2985,150
0.84,0.41,0.2985,126
0.86,0.39,0.2836,282
0.86,0.39,0.1642,527
0.78,0.62,0.1343,175
0.8,0.59,0.2239,144
0.8,0.59,0.2239,149
0.82,0.56,0.19399999999999998,185
0.84,0.49,0.1642,175
0.86,0.44,0.2836,148
0.86,0.39,0.2836,164
0.86,0.39,0.2985,285
0.8,0.55,0.1642,532
0.76,0.48,0.2239,180
0.8,0.43,0.2239,113
0.8,0.41,0.3881,149
0.82,0.38,0.2985,240
0.82,0.38,0.2836,191
0.84,0.34,0.3284,178
0.86,0.3,0.3284,194
0.86,0.26,0.2985,282
0.84,0.26,0.2985,584
0.72,0.39,0.2239,197
0.74,0.37,0.2537,132
0.76,0.35,0.2537,187
0.78,0.31,0.2537,214
0.76,0.31,0.2239,217
0.8,0.29,0.0,142
0.8,0.29,0.2985,178
0.8,0.27,0.19399999999999998,298
0.8,0.29,0.2537,582
0.72,0.34,0.1343,205
0.74,0.33,0.1045,130
0.76,0.29,0.0,156
0.8,0.27,0.0,222
0.78,0.29,0.0896,253
0.8,0.29,0.19399999999999998,186
0.8,0.29,0.1642,249
0.82,0.28,0.0,334
0.82,0.26,0.0,516
0.64,0.78,0.3284,222
0.68,0.69,0.2836,141
0.72,0.62,0.2537,153
0.74,0.58,0.2836,178
0.78,0.52,0.2836,193
0.74,0.55,0.0896,151
0.74,0.55,0.2985,182
0.74,0.55,0.3284,283
0.74,0.51,0.2836,530
0.68,0.61,0.2836,198
0.7,0.58,0.3881,111
0.74,0.51,0.2239,150
0.76,0.48,0.3284,162
0.76,0.48,0.2985,192
0.76,0.45,0.4179,182
0.8,0.41,0.2985,159
0.8,0.41,0.2239,303
0.76,0.45,0.3284,600
0.74,0.48,0.0896,209
0.76,0.43,0.0896,118
0.78,0.43,0.1045,128
0.8,0.43,0.2836,189
0.8,0.41,0.19399999999999998,176
0.82,0.36,0.1642,192
0.8,0.43,0.1343,159
0.82,0.43,0.2239,300
0.8,0.49,0.2239,552
0.72,0.66,0.2537,228
0.74,0.66,0.2537,129
0.76,0.58,0.2537,141
0.8,0.52,0.2836,173
0.8,0.52,0.3582,187
0.82,0.46,0.3284,182
0.8,0.46,0.3582,174
0.8,0.46,0.3582,245
0.8,0.46,0.2985,409
0.7,0.65,0.1343,218
0.72,0.62,0.0896,165
0.72,0.66,0.0896,165
0.74,0.62,0.0896,222
0.76,0.62,0.19399999999999998,232
0.78,0.55,0.19399999999999998,220
0.8,0.49,0.1045,222
0.8,0.49,0.0,327
0.76,0.58,0.5224,527
0.68,0.54,0.2537,187
0.7,0.48,0.2836,121
0.72,0.34,0.3284,131
0.74,0.35,0.3881,207
0.74,0.3,0.4627,205
0.74,0.3,0.3881,225
0.74,0.3,0.2985,199
0.74,0.3,0.3881,320
0.74,0.27,0.3284,591
0.66,0.44,0.0,225
0.7,0.37,0.0,148
0.7,0.34,0.1045,186
0.7,0.39,0.0896,237
0.72,0.3,0.1045,234
0.72,0.3,0.0896,651
0.72,0.34,0.2239,601
0.72,0.32,0.1343,444
0.72,0.34,0.2239,472
0.64,0.69,0.2537,213
0.7,0.58,0.2836,146
0.72,0.54,0.2985,185
0.74,0.55,0.3284,235
0.76,0.48,0.4179,236
0.76,0.48,0.4179,204
0.76,0.48,0.4478,204
0.76,0.52,0.4179,271
0.76,0.52,0.3582,567
0.72,0.7,0.2985,162
0.74,0.66,0.2985,142
0.7,0.79,0.0,151
0.7,0.79,0.0,41
0.7,0.79,0.1045,37
0.72,0.74,0.0,113
0.74,0.7,0.0,132
0.72,0.84,0.0,121
0.72,0.84,0.0,312
0.7,0.74,0.0,230
0.74,0.66,0.0896,123
0.76,0.62,0.0,214
0.76,0.66,0.1045,243
0.78,0.59,0.1045,237
0.8,0.59,0.0,219
0.8,0.59,0.19399999999999998,249
0.78,0.62,0.1045,343
0.74,0.74,0.2537,489
0.62,0.53,0.2537,188
0.66,0.47,0.2239,115
0.66,0.47,0.1642,138
0.68,0.44,0.1642,207
0.7,0.39,0.0,218
0.7,0.42,0.0,182
0.7,0.42,0.1642,220
0.72,0.42,0.1642,282
0.7,0.47,0.2239,591
0.66,0.5,0.2239,218
0.7,0.39,0.2239,137
0.72,0.37,0.19399999999999998,175
0.72,0.37,0.0,237
0.74,0.35,0.1045,229
0.74,0.33,0.1642,209
0.74,0.35,0.2239,196
0.74,0.37,0.1642,337
0.72,0.42,0.19399999999999998,611
0.64,0.69,0.0896,244
0.7,0.45,0.1045,138
0.72,0.42,0.1343,171
0.74,0.43,0.1343,260
0.74,0.37,0.1045,221
0.74,0.4,0.1343,196
0.74,0.4,0.1343,172
0.74,0.42,0.1343,309
0.72,0.45,0.1343,608
0.64,0.69,0.1045,207
0.68,0.61,0.1343,138
0.72,0.51,0.1343,192
0.72,0.51,0.1343,229
0.72,0.48,0.0896,219
0.72,0.54,0.2537,198
0.72,0.51,0.1343,174
0.74,0.51,0.19399999999999998,308
0.72,0.54,0.2537,628
0.62,0.83,0.1045,220
0.64,0.76,0.1642,140
0.66,0.74,0.1045,192
0.66,0.69,0.2239,260
0.68,0.65,0.1343,279
0.7,0.61,0.1045,283
0.7,0.61,0.2537,346
0.7,0.61,0.1343,381
0.68,0.65,0.1642,455
0.54,0.81,0.4179,185
0.54,0.83,0.3582,106
0.54,0.83,0.3881,89
0.54,0.83,0.3881,67
0.54,0.88,0.2985,29
0.54,0.88,0.2836,24
0.54,0.94,0.3881,89
0.54,0.94,0.3881,106
0.54,0.88,0.3881,291
0.6,0.88,0.1343,190
0.6,0.88,0.1343,66
0.6,0.94,0.0,10
0.56,0.94,0.0,22
0.6,0.88,0.0,11
0.6,0.93,0.0,25
0.62,0.94,0.1045,58
0.64,0.89,0.0,144
0.64,0.89,0.0,285
0.62,1.0,0.2537,69
0.64,0.94,0.1045,65
0.64,0.94,0.2239,98
0.66,0.94,0.2239,102
0.68,0.83,0.3881,126
0.7,0.79,0.3582,120
0.66,0.89,0.2985,139
0.64,0.94,0.2836,156
0.64,0.94,0.2836,113
0.62,0.94,0.1642,136
0.62,1.0,0.0,29
0.62,0.94,0.0,72
0.64,0.94,0.0,75
0.7,0.79,0.0896,122
0.72,0.74,0.0896,148
0.74,0.66,0.0,188
0.74,0.66,0.1343,285
0.7,0.79,0.2537,505
0.64,0.69,0.0,176
0.68,0.62,0.1642,129
0.7,0.58,0.19399999999999998,165
0.72,0.51,0.19399999999999998,184
0.72,0.54,0.1045,163
0.74,0.51,0.1642,189
0.74,0.48,0.0896,212
0.72,0.48,0.0,298
0.72,0.51,0.1642,590
0.64,0.69,0.0896,214
0.68,0.69,0.1343,135
0.7,0.61,0.1642,153
0.72,0.58,0.2239,187
0.74,0.51,0.2836,184
0.74,0.51,0.3284,190
0.74,0.51,0.2985,180
0.74,0.51,0.2239,292
0.74,0.51,0.2239,579
0.64,0.78,0.1642,202
0.7,0.7,0.1343,142
0.72,0.66,0.1642,164
0.74,0.58,0.2239,212
0.76,0.55,0.2537,178
0.78,0.52,0.2239,124
0.78,0.49,0.2537,176
0.76,0.52,0.2836,277
0.76,0.52,0.2836,599
0.64,0.73,0.3582,209
0.66,0.69,0.2537,121
0.68,0.65,0.1343,159
0.66,0.69,0.2985,179
0.64,0.65,0.2836,189
0.64,0.65,0.4179,170
0.6,0.69,0.4179,135
0.54,0.77,0.4627,222
0.48,0.82,0.4627,261
0.46,0.55,0.2537,210
0.5,0.51,0.2836,140
0.5,0.51,0.1343,179
0.52,0.45,0.0,251
0.54,0.42,0.0,223
0.54,0.45,0.1642,225
0.54,0.45,0.2239,203
0.52,0.48,0.1642,358
0.52,0.48,0.1343,566
0.54,0.68,0.1642,215
0.56,0.64,0.1343,105
0.58,0.64,0.1642,139
0.58,0.6,0.0896,189
0.6,0.6,0.0,177
0.6,0.6,0.19399999999999998,188
0.6,0.6,0.2239,187
0.6,0.6,0.1642,263
0.58,0.64,0.1343,568
0.54,0.94,0.2239,69
0.56,0.88,0.1642,30
0.56,0.88,0.1642,56
0.56,0.94,0.1642,60
0.56,0.94,0.1343,103
0.58,0.88,0.19399999999999998,112
0.62,0.78,0.1045,192
0.6,0.83,0.1642,264
0.6,0.83,0.1045,511
0.56,1.0,0.0896,208
0.6,0.88,0.0,133
0.62,0.83,0.1642,180
0.64,0.78,0.0896,193
0.66,0.74,0.1642,181
0.66,0.74,0.19399999999999998,179
0.66,0.74,0.1045,185
0.66,0.74,0.1045,281
0.66,0.74,0.1642,536
0.62,0.94,0.19399999999999998,203
0.64,0.89,0.2239,120
0.64,0.89,0.19399999999999998,165
0.66,0.83,0.1642,176
0.66,0.83,0.19399999999999998,193
0.66,0.83,0.2239,183
0.68,0.79,0.1642,181
0.68,0.74,0.1343,301
0.66,0.78,0.0896,563
0.62,1.0,0.1343,111
0.62,1.0,0.1045,35
0.62,1.0,0.1045,21
0.62,0.94,0.1045,29
0.6,1.0,0.0896,34
0.6,1.0,0.0896,24
0.62,0.94,0.1045,61
0.62,0.94,0.0,56
0.6,1.0,0.0,99
0.64,0.89,0.19399999999999998,205
0.64,0.89,0.19399999999999998,154
0.68,0.79,0.2239,159
0.68,0.79,0.1642,209
0.7,0.74,0.1642,187
0.7,0.7,0.1642,154
0.72,0.62,0.1343,209
0.7,0.65,0.1642,313
0.7,0.7,0.1343,570
0.64,0.89,0.19399999999999998,193
0.64,0.94,0.1642,122
0.66,0.89,0.1045,123
0.66,0.89,0.1343,162
0.7,0.74,0.2239,151
0.68,0.79,0.1045,152
0.68,0.83,0.0896,205
0.66,0.83,0.19399999999999998,258
0.66,0.89,0.19399999999999998,530
0.62,0.94,0.2239,155
0.62,0.94,0.0,129
0.66,0.83,0.1045,151
0.68,0.79,0.0,184
0.7,0.74,0.2537,162
0.72,0.62,0.2537,170
0.7,0.7,0.1343,181
0.7,0.7,0.19399999999999998,280
0.7,0.7,0.2239,591
0.62,0.78,0.2537,225
0.64,0.65,0.19399999999999998,127
0.62,0.61,0.19399999999999998,158
0.66,0.61,0.1642,195
0.64,0.61,0.19399999999999998,211
0.68,0.51,0.2985,167
0.68,0.45,0.3881,227
0.68,0.41,0.3582,291
0.66,0.47,0.2985,589
0.56,0.73,0.19399999999999998,237
0.6,0.64,0.0,168
0.64,0.57,0.0896,217
0.64,0.57,0.19399999999999998,254
0.66,0.47,0.3284,266
0.64,0.47,0.2985,266
0.64,0.5,0.2836,245
0.62,0.53,0.2239,360
0.62,0.53,0.19399999999999998,591
0.4,0.66,0.0896,153
0.4,0.66,0.1045,101
0.4,0.71,0.2239,126
0.4,0.71,0.1343,147
0.42,0.67,0.1642,118
0.4,0.76,0.0,120
0.4,0.76,0.0,101
0.4,0.76,0.1045,218
0.4,0.76,0.1642,495
0.46,0.67,0.2537,187
0.48,0.67,0.2836,126
0.54,0.64,0.2836,124
0.56,0.56,0.2985,199
0.56,0.56,0.2985,173
0.58,0.53,0.2537,183
0.58,0.56,0.2836,194
0.58,0.56,0.3284,309
0.56,0.6,0.3881,585
0.54,0.6,0.2985,219
0.56,0.56,0.3881,133
0.6,0.46,0.2836,170
0.62,0.43,0.3284,214
0.64,0.41,0.2239,219
0.64,0.41,0.2836,190
0.64,0.47,0.2836,182
0.64,0.47,0.3284,282
0.64,0.47,0.2537,591
0.46,0.63,0.19399999999999998,208
0.52,0.52,0.0,129
0.54,0.49,0.0,144
0.56,0.49,0.0896,226
0.56,0.46,0.0896,191
0.58,0.43,0.0896,195
0.58,0.46,0.1343,219
0.58,0.49,0.19399999999999998,323
0.56,0.52,0.1343,568
0.48,0.77,0.0,241
0.52,0.68,0.0896,174
0.56,0.63,0.0,230
0.6,0.53,0.0,235
0.6,0.46,0.0,305
0.62,0.5,0.0,256
0.66,0.41,0.0,270
0.64,0.44,0.0,419
0.6,0.56,0.2537,563
0.6,0.69,0.0,235
0.6,0.69,0.1343,149
0.6,0.73,0.1642,123
0.6,0.73,0.1642,181
0.6,0.73,0.19399999999999998,180
0.6,0.73,0.1045,171
0.6,0.78,0.1642,175
0.6,0.73,0.1642,320
0.6,0.78,0.2537,604
0.54,0.88,0.4478,197
0.54,0.88,0.3881,113
0.54,0.94,0.3284,120
0.54,0.88,0.3284,62
0.54,0.88,0.2239,101
0.54,0.94,0.2836,78
0.54,0.94,0.2537,45
0.56,0.88,0.2239,55
0.54,0.94,0.2239,251
0.56,1.0,0.1045,109
0.56,1.0,0.1343,69
0.62,0.83,0.0,84
0.62,0.88,0.0,105
0.64,0.83,0.1642,162
0.66,0.78,0.19399999999999998,133
0.66,0.78,0.19399999999999998,155
0.66,0.74,0.2239,276
0.62,0.83,0.2537,479
0.56,0.94,0.2239,180
0.54,0.88,0.3582,125
0.52,0.88,0.1642,87
0.52,0.88,0.1642,75
0.56,0.73,0.3582,132
0.62,0.43,0.3582,156
0.62,0.43,0.2836,230
0.6,0.43,0.2239,344
0.58,0.46,0.4179,481
0.5,0.45,0.2836,206
0.52,0.45,0.1642,135
0.56,0.43,0.0,166
0.56,0.4,0.0896,205
0.56,0.46,0.0896,205
0.58,0.49,0.19399999999999998,166
0.56,0.6,0.2537,208
0.58,0.56,0.2537,302
0.56,0.64,0.1343,620
0.52,0.77,0.0896,227
0.56,0.68,0.0,102
0.6,0.49,0.1045,147
0.62,0.43,0.0896,201
0.64,0.38,0.19399999999999998,219
0.62,0.41,0.1642,169
0.62,0.5,0.19399999999999998,205
0.62,0.57,0.2537,304
0.6,0.6,0.1343,625
0.52,0.88,0.4925,202
0.52,0.88,0.4925,123
0.52,0.94,0.2537,149
0.52,0.94,0.3284,130
0.54,0.94,0.2836,106
0.54,0.94,0.1642,97
0.54,1.0,0.1343,120
0.56,0.94,0.1642,201
0.56,0.94,0.1642,181
0.44,0.67,0.5821,223
0.46,0.59,0.4478,130
0.48,0.55,0.5224,129
0.48,0.48,0.5224,199
0.5,0.45,0.5821,164
0.48,0.48,0.5522,155
0.48,0.51,0.4478,160
0.48,0.51,0.4478,234
0.48,0.48,0.3881,494
0.42,0.58,0.1343,222
0.46,0.51,0.1642,138
0.5,0.45,0.2239,174
0.5,0.45,0.2985,240
0.48,0.48,0.3284,206
0.52,0.42,0.2985,198
0.5,0.45,0.2836,235
0.5,0.45,0.2537,302
0.46,0.51,0.2537,524
0.44,0.82,0.1642,195
0.46,0.82,0.2537,129
0.5,0.72,0.1642,168
0.52,0.68,0.1045,220
0.54,0.64,0.2239,198
0.54,0.64,0.19399999999999998,206
0.56,0.6,0.1642,177
0.54,0.64,0.19399999999999998,310
0.52,0.68,0.1343,614
0.48,0.55,0.2239,223
0.5,0.51,0.2537,128
0.52,0.48,0.2836,166
0.54,0.39,0.3582,200
0.56,0.37,0.3881,198
0.56,0.4,0.2537,200
0.56,0.37,0.1045,234
